#curie_map:
#  agro: http://purl.obolibrary.org/obo/AGRO_
#  agrovoc: http://aims.fao.org/aos/agrovoc/c_
#  apollosv: http://purl.obolibrary.org/obo/APOLLO_SV_
#  bto: http://purl.obolibrary.org/obo/BTO_
#  ccle: https://www.cbioportal.org/patient?studyId=ccle_broad_2019&caseId=
#  cellosaurus: https://www.cellosaurus.org/CVCL_
#  chebi: http://purl.obolibrary.org/obo/CHEBI_
#  chmo: http://purl.obolibrary.org/obo/CHMO_
#  cl: http://purl.obolibrary.org/obo/CL_
#  clo: http://purl.obolibrary.org/obo/CLO_
#  cpt: https://www.aapc.com/codes/cpt-codes/
#  cvx: https://biopragmatics.github.io/providers/cvx/
#  debio: https://biopragmatics.github.io/debio/
#  depmap: https://depmap.org/portal/cell_line/
#  doid: http://purl.obolibrary.org/obo/DOID_
#  drugbank: https://go.drugbank.com/drugs/
#  efo: http://www.ebi.ac.uk/efo/EFO_
#  envo: http://purl.obolibrary.org/obo/ENVO_
#  fplx: https://sorgerlab.github.io/famplex/
#  go: http://purl.obolibrary.org/obo/GO_
#  hgnc: https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/
#  hp: http://purl.obolibrary.org/obo/HP_
#  iconclass: https://iconclass.org/
#  ido: http://purl.obolibrary.org/obo/IDO_
#  idomal: http://purl.obolibrary.org/obo/IDOMAL_
#  interpro: https://www.ebi.ac.uk/interpro/entry/InterPro/
#  ito: https://bioportal.bioontology.org/ontologies/ITO/?p=classes&conceptid=https://identifiers.org/ito:ITO_
#  kegg.pathway: https://www.kegg.jp/pathway/
#  maxo: http://purl.obolibrary.org/obo/MAXO_
#  mesh: https://meshb.nlm.nih.gov/record/ui?ui=
#  mi: http://purl.obolibrary.org/obo/MI_
#  miapa: http://purl.obolibrary.org/obo/MIAPA_
#  mondo: http://purl.obolibrary.org/obo/MONDO_
#  nbo: http://purl.obolibrary.org/obo/NBO_
#  ncbitaxon: http://purl.obolibrary.org/obo/NCBITaxon_
#  ncit: http://purl.obolibrary.org/obo/NCIT_
#  oae: http://purl.obolibrary.org/obo/OAE_
#  obi: http://purl.obolibrary.org/obo/OBI_
#  orcid: https://orcid.org/
#  pato: http://purl.obolibrary.org/obo/PATO_
#  pfam: https://www.ebi.ac.uk/interpro/entry/pfam/
#  pr: http://purl.obolibrary.org/obo/PR_
#  reactome: https://reactome.org/content/detail/
#  semapv: https://w3id.org/semapv/vocab/
#  skos: http://www.w3.org/2004/02/skos/core#
#  uberon: http://purl.obolibrary.org/obo/UBERON_
#  umls: https://uts.nlm.nih.gov/uts/umls/concept/
#  uniprot.chain: http://purl.uniprot.org/annotation/
#  vo: http://purl.obolibrary.org/obo/VO_
#  wikipathways: http://www.wikipathways.org/instance/
#mapping_set_id: https://w3id.org/biopragmatics/sssom/negative.sssom.tsv
subject_id	subject_label	predicate_id	predicate_modifier	object_id	object_label	mapping_justification	author_id	mapping_tool
reactome:R-DRE-211981	Xenobiotics	skos:exactMatch	Not	chebi:35703	xenobiotic	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-390648	Muscarinic acetylcholine receptors	skos:exactMatch	Not	mesh:D011976	Receptors, Muscarinic	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-390650	Histamine receptors	skos:exactMatch	Not	mesh:D011968	Receptors, Histamine	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-390651	Dopamine receptors	debio:0000003	Not	fplx:DRD	DRD	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-390666	Serotonin receptors	skos:exactMatch	Not	mesh:D011985	Receptors, Serotonin	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-390696	Adrenoceptors	skos:exactMatch	Not	mesh:D011941	Receptors, Adrenergic	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-391906	Leukotriene receptors	skos:exactMatch	Not	mesh:D018077	Receptors, Leukotriene	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-417957	P2Y receptors	debio:0000003	Not	fplx:P2RY	P2RY	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-417957	P2Y receptors	skos:exactMatch	Not	go:0045028	G protein-coupled purinergic nucleotide receptor activity	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-419771	Opsins	debio:0000003	Not	go:0007602	phototransduction	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-419771	Opsins	skos:exactMatch	Not	go:0016918	retinal binding	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-419771	Opsins	skos:exactMatch	Not	mesh:D055355	Opsins	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-425381	Bicarbonate transporters	debio:0000003	Not	hgnc:11033	SLC4A7	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-425561	Sodium/Calcium exchangers	skos:exactMatch	Not	go:0005432	calcium:sodium antiporter activity	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-428643	Organic anion transporters	skos:exactMatch	Not	mesh:D027361	Organic Anion Transporters	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-444821	Relaxin receptors	debio:0000003	Not	mesh:C033395	relaxin receptors	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-622312	Inflammasomes	skos:exactMatch	Not	mesh:D058847	Inflammasomes	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-72172	mRNA Splicing	debio:0000003	Not	go:0000372	Group I intron splicing	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-72172	mRNA Splicing	debio:0000003	Not	go:0000373	Group II intron splicing	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-72172	mRNA Splicing	debio:0000003	Not	go:0000374	Group III intron splicing	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-8877627	Vitamin E	skos:exactMatch	Not	chebi:18145	(+)-alpha-tocopherol	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-8877627	Vitamin E	skos:exactMatch	Not	chebi:33234	vitamin E	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-8877627	Vitamin E	skos:exactMatch	Not	chebi:46430	(-)-alpha-tocopherol	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-8877627	Vitamin E	skos:exactMatch	Not	mesh:D014810	Vitamin E	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-9664873	Pexophagy	debio:0000003	Not	go:0030242	autophagy of peroxisome	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-DRE-983189	Kinesins	debio:0000003	Not	fplx:Kinesin	Kinesin	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-1266738	Developmental Biology	debio:0000003	Not	mesh:D015509	Developmental Biology	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-1296025	ATP sensitive Potassium channels	skos:exactMatch	Not	mesh:D054086	KATP Channels	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-1296052	Ca2+ activated K+ channels	skos:exactMatch	Not	mesh:D024681	Potassium Channels, Calcium-Activated	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-1296071	Potassium Channels	debio:0000003	Not	fplx:KCN	KCN	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-1296071	Potassium Channels	skos:exactMatch	Not	mesh:D015221	Potassium Channels	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-1296072	Voltage gated Potassium channels	skos:exactMatch	Not	mesh:D024642	Potassium Channels, Voltage-Gated	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-1296346	Tandem pore domain potassium channels	skos:exactMatch	Not	mesh:D024683	Potassium Channels, Tandem Pore Domain	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-1461957	Beta defensins	skos:exactMatch	Not	mesh:D023083	beta-Defensins	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-1461973	Defensins	skos:exactMatch	Not	chebi:82761	defensin	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-211916	Vitamins	skos:exactMatch	Not	chebi:33229	vitamin	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-211935	Fatty acids	skos:exactMatch	Not	chebi:35366	fatty acid	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-211979	Eicosanoids	skos:exactMatch	Not	chebi:23899	icosanoid	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-211981	Xenobiotics	skos:exactMatch	Not	chebi:35703	xenobiotic	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-390648	Muscarinic acetylcholine receptors	skos:exactMatch	Not	mesh:D011976	Receptors, Muscarinic	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-390650	Histamine receptors	skos:exactMatch	Not	mesh:D011968	Receptors, Histamine	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-390651	Dopamine receptors	debio:0000003	Not	fplx:DRD	DRD	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-390666	Serotonin receptors	skos:exactMatch	Not	mesh:D011985	Receptors, Serotonin	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-390696	Adrenoceptors	skos:exactMatch	Not	mesh:D011941	Receptors, Adrenergic	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-391906	Leukotriene receptors	skos:exactMatch	Not	mesh:D018077	Receptors, Leukotriene	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-417957	P2Y receptors	debio:0000003	Not	fplx:P2RY	P2RY	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-417957	P2Y receptors	skos:exactMatch	Not	go:0045028	G protein-coupled purinergic nucleotide receptor activity	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-419771	Opsins	debio:0000003	Not	go:0007602	phototransduction	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-419771	Opsins	skos:exactMatch	Not	go:0016918	retinal binding	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-419771	Opsins	skos:exactMatch	Not	mesh:D055355	Opsins	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-425381	Bicarbonate transporters	debio:0000003	Not	hgnc:11033	SLC4A7	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-425561	Sodium/Calcium exchangers	skos:exactMatch	Not	go:0005432	calcium:sodium antiporter activity	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-428643	Organic anion transporters	skos:exactMatch	Not	mesh:D027361	Organic Anion Transporters	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-444821	Relaxin receptors	debio:0000003	Not	mesh:C033395	relaxin receptors	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-622312	Inflammasomes	skos:exactMatch	Not	mesh:D058847	Inflammasomes	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-72172	mRNA Splicing	debio:0000003	Not	go:0000372	Group I intron splicing	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-72172	mRNA Splicing	debio:0000003	Not	go:0000373	Group II intron splicing	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-72172	mRNA Splicing	debio:0000003	Not	go:0000374	Group III intron splicing	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-8877627	Vitamin E	skos:exactMatch	Not	chebi:18145	(+)-alpha-tocopherol	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-8877627	Vitamin E	skos:exactMatch	Not	chebi:33234	vitamin E	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-8877627	Vitamin E	skos:exactMatch	Not	chebi:46430	(-)-alpha-tocopherol	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-8877627	Vitamin E	skos:exactMatch	Not	mesh:D014810	Vitamin E	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-9664873	Pexophagy	debio:0000003	Not	go:0030242	autophagy of peroxisome	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-GGA-983189	Kinesins	debio:0000003	Not	fplx:Kinesin	Kinesin	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-1266738	Developmental Biology	debio:0000003	Not	mesh:D015509	Developmental Biology	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-1296025	ATP sensitive Potassium channels	skos:exactMatch	Not	mesh:D054086	KATP Channels	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-1296052	Ca2+ activated K+ channels	skos:exactMatch	Not	mesh:D024681	Potassium Channels, Calcium-Activated	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-1296071	Potassium Channels	debio:0000003	Not	fplx:KCN	KCN	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-1296071	Potassium Channels	skos:exactMatch	Not	mesh:D015221	Potassium Channels	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-1296072	Voltage gated Potassium channels	skos:exactMatch	Not	mesh:D024642	Potassium Channels, Voltage-Gated	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-1296346	Tandem pore domain potassium channels	skos:exactMatch	Not	mesh:D024683	Potassium Channels, Tandem Pore Domain	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-1461957	Beta defensins	skos:exactMatch	Not	mesh:D023083	beta-Defensins	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-1461973	Defensins	skos:exactMatch	Not	chebi:82761	defensin	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-1462054	Alpha-defensins	skos:exactMatch	Not	mesh:D023084	alpha-Defensins	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-162906	HIV Infection	skos:exactMatch	Not	mesh:D015658	HIV Infections	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-1643685	Disease	skos:exactMatch	Not	mesh:D004194	Disease	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-168255	Influenza Infection	skos:exactMatch	Not	mesh:D007251	Influenza, Human	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-211916	Vitamins	skos:exactMatch	Not	chebi:33229	vitamin	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-211935	Fatty acids	skos:exactMatch	Not	chebi:35366	fatty acid	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-211979	Eicosanoids	skos:exactMatch	Not	chebi:23899	icosanoid	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-211981	Xenobiotics	skos:exactMatch	Not	chebi:35703	xenobiotic	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-2160456	Phenylketonuria	skos:exactMatch	Not	mesh:D010661	Phenylketonurias	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-2206281	Mucopolysaccharidoses	skos:exactMatch	Not	mesh:D009083	Mucopolysaccharidoses	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-2206285	MPS VI - Maroteaux-Lamy syndrome	skos:exactMatch	Not	mesh:D009087	Mucopolysaccharidosis VI	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-2206292	MPS VII - Sly syndrome	skos:exactMatch	Not	mesh:D016538	Mucopolysaccharidosis VII	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-2206296	MPS II - Hunter syndrome	skos:exactMatch	Not	mesh:D016532	Mucopolysaccharidosis II	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-2206302	MPS I - Hurler syndrome	skos:exactMatch	Not	mesh:D008059	Mucopolysaccharidosis I	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-3229121	Glycogen storage diseases	skos:exactMatch	Not	mesh:D006008	Glycogen Storage Disease	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-3785653	Myoclonic epilepsy of Lafora	skos:exactMatch	Not	mesh:D020192	Lafora Disease	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-390648	Muscarinic acetylcholine receptors	skos:exactMatch	Not	mesh:D011976	Receptors, Muscarinic	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-390650	Histamine receptors	skos:exactMatch	Not	mesh:D011968	Receptors, Histamine	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-390651	Dopamine receptors	debio:0000003	Not	fplx:DRD	DRD	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-390666	Serotonin receptors	skos:exactMatch	Not	mesh:D011985	Receptors, Serotonin	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-390696	Adrenoceptors	skos:exactMatch	Not	mesh:D011941	Receptors, Adrenergic	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-391906	Leukotriene receptors	skos:exactMatch	Not	mesh:D018077	Receptors, Leukotriene	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-417957	P2Y receptors	debio:0000003	Not	fplx:P2RY	P2RY	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-417957	P2Y receptors	skos:exactMatch	Not	go:0045028	G protein-coupled purinergic nucleotide receptor activity	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-419771	Opsins	debio:0000003	Not	go:0007602	phototransduction	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-419771	Opsins	skos:exactMatch	Not	go:0016918	retinal binding	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-419771	Opsins	skos:exactMatch	Not	mesh:D055355	Opsins	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-425381	Bicarbonate transporters	debio:0000003	Not	hgnc:11033	SLC4A7	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-425561	Sodium/Calcium exchangers	skos:exactMatch	Not	go:0005432	calcium:sodium antiporter activity	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-428643	Organic anion transporters	skos:exactMatch	Not	mesh:D027361	Organic Anion Transporters	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-444821	Relaxin receptors	debio:0000003	Not	mesh:C033395	relaxin receptors	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-5260271	Diseases of Immune System	skos:exactMatch	Not	mesh:D007154	Immune System Diseases	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-5657560	Hereditary fructose intolerance	skos:exactMatch	Not	mesh:D005633	Fructose Intolerance	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-5657562	Essential fructosuria	skos:exactMatch	Not	doid:0111680	essential fructosuria	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-5662853	Essential pentosuria	skos:exactMatch	Not	doid:0111258	pentosuria	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-5663205	Infectious disease	skos:exactMatch	Not	mesh:D003141	Communicable Diseases	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-622312	Inflammasomes	skos:exactMatch	Not	mesh:D058847	Inflammasomes	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-72172	mRNA Splicing	debio:0000003	Not	go:0000372	Group I intron splicing	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-72172	mRNA Splicing	debio:0000003	Not	go:0000373	Group II intron splicing	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-72172	mRNA Splicing	debio:0000003	Not	go:0000374	Group III intron splicing	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-8863678	Neurodegenerative Diseases	skos:exactMatch	Not	mesh:D019636	Neurodegenerative Diseases	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-8877627	Vitamin E	skos:exactMatch	Not	chebi:18145	(+)-alpha-tocopherol	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-8877627	Vitamin E	skos:exactMatch	Not	chebi:33234	vitamin E	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-8877627	Vitamin E	skos:exactMatch	Not	chebi:46430	(-)-alpha-tocopherol	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-8877627	Vitamin E	skos:exactMatch	Not	mesh:D014810	Vitamin E	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-9005895	Pervasive developmental disorders	debio:0000003	Not	mesh:D000067877	Autism Spectrum Disorder	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-9005895	Pervasive developmental disorders	debio:0000003	Not	mesh:D002659	Child Development Disorders, Pervasive	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-9005895	Pervasive developmental disorders	skos:exactMatch	Not	doid:0060040	pervasive developmental disorder	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-9609646	HCMV Infection	skos:exactMatch	Not	mesh:D003586	Cytomegalovirus Infections	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-9658195	Leishmania infection	skos:exactMatch	Not	mesh:D007896	Leishmaniasis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-9664407	Parasite infection	skos:exactMatch	Not	mesh:D010272	Parasitic Diseases	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-9664873	Pexophagy	debio:0000003	Not	go:0030242	autophagy of peroxisome	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-9679506	SARS-CoV Infections	skos:exactMatch	Not	mesh:D045169	Severe Acute Respiratory Syndrome	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-9694516	SARS-CoV-2 Infection	debio:0000003	Not	mesh:C000657245	COVID-19	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-HSA-983189	Kinesins	debio:0000003	Not	fplx:Kinesin	Kinesin	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-MMU-1266738	Developmental Biology	debio:0000003	Not	mesh:D015509	Developmental Biology	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-MMU-1296025	ATP sensitive Potassium channels	skos:exactMatch	Not	mesh:D054086	KATP Channels	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-MMU-1296052	Ca2+ activated K+ channels	skos:exactMatch	Not	mesh:D024681	Potassium Channels, Calcium-Activated	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-MMU-1296071	Potassium Channels	debio:0000003	Not	fplx:KCN	KCN	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-MMU-1296071	Potassium Channels	skos:exactMatch	Not	mesh:D015221	Potassium Channels	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-MMU-1296072	Voltage gated Potassium channels	skos:exactMatch	Not	mesh:D024642	Potassium Channels, Voltage-Gated	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-MMU-1296346	Tandem pore domain potassium channels	skos:exactMatch	Not	mesh:D024683	Potassium Channels, Tandem Pore Domain	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-MMU-1461957	Beta defensins	skos:exactMatch	Not	mesh:D023083	beta-Defensins	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-MMU-1461973	Defensins	skos:exactMatch	Not	chebi:82761	defensin	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-MMU-1462054	Alpha-defensins	skos:exactMatch	Not	mesh:D023084	alpha-Defensins	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-MMU-211916	Vitamins	skos:exactMatch	Not	chebi:33229	vitamin	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-MMU-211935	Fatty acids	skos:exactMatch	Not	chebi:35366	fatty acid	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-MMU-211979	Eicosanoids	skos:exactMatch	Not	chebi:23899	icosanoid	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-MMU-211981	Xenobiotics	skos:exactMatch	Not	chebi:35703	xenobiotic	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-MMU-390648	Muscarinic acetylcholine receptors	skos:exactMatch	Not	mesh:D011976	Receptors, Muscarinic	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-MMU-390650	Histamine receptors	skos:exactMatch	Not	mesh:D011968	Receptors, Histamine	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-MMU-390651	Dopamine receptors	debio:0000003	Not	fplx:DRD	DRD	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-MMU-390666	Serotonin receptors	skos:exactMatch	Not	mesh:D011985	Receptors, Serotonin	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-MMU-390696	Adrenoceptors	skos:exactMatch	Not	mesh:D011941	Receptors, Adrenergic	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-MMU-391906	Leukotriene receptors	skos:exactMatch	Not	mesh:D018077	Receptors, Leukotriene	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-MMU-417957	P2Y receptors	debio:0000003	Not	fplx:P2RY	P2RY	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-MMU-417957	P2Y receptors	skos:exactMatch	Not	go:0045028	G protein-coupled purinergic nucleotide receptor activity	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-MMU-419771	Opsins	debio:0000003	Not	go:0007602	phototransduction	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
reactome:R-MMU-419771	Opsins	skos:exactMatch	Not	go:0016918	retinal binding	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
